hand_id,hand_number,actor,actor_seat,hole_card_1,hole_card_2,action_bucket,raw_action,raw_amount,hole_card_class,hole_high_rank,hole_low_rank,hole_rank_gap,hole_pair,hole_suited,hole_broadway_fraction,street,players_left_fraction,players_in_hand_fraction,position_bucket,position_fraction,stack_rank_fraction,stack_bb,effective_stack_bb,pot_bb,facing_amount_bb,amount_put_in_pot_bb,call_to_pot_ratio,stack_to_pot_ratio,previous_raises_by_self_in_hand,previous_raises_in_hand,street_action_number,last_aggressor_is_self,is_facing_bet,is_facing_all_in,can_check,can_raise,keras_equity,board_card_count,board_paired,board_two_pair_or_better,board_trips_or_better,board_max_suit_fraction,board_three_flush,board_four_flush,board_made_flush,board_straight_run_fraction,board_high_rank,board_ace_high
oivxmsimqufx,5,Tsenattrualem,1,Jc,Qd,pot_raise,raise,22.0,QJo,0.8571428571428571,0.7857142857142857,0.08333333333333333,0.0,0.0,1.0,preflop,0.3,1.0,big_blind,1.0,0.5,92.0,92.0,7.0,4.0,1.0,0.5714285714285714,13.142857142857142,0,1,2,0.0,1.0,0.0,0.0,1.0,0.4197636544704437,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oivxmsimqufx,5,Tezz_Ken,2,Qh,Kc,all_in,raise,56.0,KQo,0.9285714285714286,0.8571428571428571,0.08333333333333333,0.0,0.0,1.0,preflop,0.3,1.0,button,0.0,0.0,27.0,27.0,17.0,10.0,1.0,0.5882352941176471,1.588235294117647,0,2,3,0.0,1.0,0.0,0.0,1.0,0.4280174970626831,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oivxmsimqufx,5,Tsenattrualem,1,Jc,Qd,call,call,56.0,QJo,0.8571428571428571,0.7857142857142857,0.08333333333333333,0.0,0.0,1.0,preflop,0.3,1.0,big_blind,1.0,0.5,82.0,82.0,67.0,17.0,11.0,0.2537313432835821,1.2238805970149254,1,3,5,0.0,1.0,0.0,0.0,1.0,0.4197636544704437,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oivxmsimqufx,5,Tsenattrualem,1,Jc,Qd,fold,fold,0.0,QJo,0.8571428571428571,0.7857142857142857,0.08333333333333333,0.0,0.0,1.0,flop,0.3,0.6666666666666666,heads_up_big_blind,1.0,0.5,65.0,0.0,84.0,0.0,28.0,0.0,0.7738095238095238,1,3,1,0.0,0.0,0.0,1.0,1.0,0.7429771423339844,3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,1.0,1.0
oivxmsimqufx,5,Tsenattrualem,1,Jc,Qd,fold,fold,0.0,QJo,0.8571428571428571,0.7857142857142857,0.08333333333333333,0.0,0.0,1.0,turn,0.3,0.3333333333333333,heads_up_big_blind,0.0,0.5,65.0,0.0,84.0,0.0,28.0,0.0,0.7738095238095238,1,3,1,0.0,0.0,0.0,1.0,1.0,0.6964643597602844,4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.0,1.0
oivxmsimqufx,5,Tsenattrualem,1,Jc,Qd,all_in,raise,130.0,QJo,0.8571428571428571,0.7857142857142857,0.08333333333333333,0.0,0.0,1.0,river,0.3,0.3333333333333333,heads_up_big_blind,0.0,0.5,65.0,0.0,84.0,0.0,28.0,0.0,0.7738095238095238,1,3,1,0.0,0.0,0.0,1.0,1.0,0.8847936987876892,5,0.0,0.0,0.0,0.6,1.0,0.0,0.0,0.4,1.0,1.0
zmonjfou4oex,6,Tsenattrualem,1,9h,Jh,call,call,2.0,J9s,0.7857142857142857,0.6428571428571429,0.16666666666666666,0.0,1.0,0.5,preflop,0.4,1.0,small_blind,0.3333333333333333,1.0,106.5,100.5,3.5,0.5,0.5,0.14285714285714285,30.428571428571427,0,0,2,0.0,1.0,0.0,0.0,1.0,0.3241949677467346,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zmonjfou4oex,6,Tezz_Ken,2,8c,Kd,fold,fold,0.0,K8o,0.9285714285714286,0.5714285714285714,0.4166666666666667,0.0,0.0,0.5,preflop,0.4,1.0,big_blind,0.6666666666666666,0.3333333333333333,41.0,41.0,4.0,0.0,1.0,0.0,10.25,0,0,3,0.0,0.0,0.0,1.0,1.0,0.27656441926956177,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zmonjfou4oex,6,Tsenattrualem,1,9h,Jh,pot_raise,raise,53.0,J9s,0.7857142857142857,0.6428571428571429,0.16666666666666666,0.0,1.0,0.5,flop,0.4,0.75,small_blind,0.5,1.0,106.0,100.5,4.0,0.0,1.0,0.0,26.5,0,0,0,0.0,0.0,0.0,1.0,1.0,0.4497183859348297,3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.9285714285714286,0.0
zmonjfou4oex,6,Tezz_Ken,2,8c,Kd,call,call,53.0,K8o,0.9285714285714286,0.5714285714285714,0.4166666666666667,0.0,0.0,0.5,flop,0.4,0.75,early,0.0,0.3333333333333333,41.0,41.0,30.5,26.5,1.0,0.8688524590163934,1.3442622950819672,0,1,1,0.0,1.0,0.0,0.0,1.0,0.7892833948135376,3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.9285714285714286,0.0
zmonjfou4oex,6,Tsenattrualem,1,9h,Jh,fold,fold,0.0,J9s,0.7857142857142857,0.6428571428571429,0.16666666666666666,0.0,1.0,0.5,turn,0.4,0.75,small_blind,0.5,1.0,79.5,74.0,83.5,0.0,27.5,0.0,0.9520958083832335,1,1,0,1.0,0.0,0.0,1.0,1.0,0.3052864670753479,4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.0,1.0
zmonjfou4oex,6,Tezz_Ken,2,8c,Kd,all_in,raise,29.0,K8o,0.9285714285714286,0.5714285714285714,0.4166666666666667,0.0,0.0,0.5,turn,0.4,0.5,heads_up_big_blind,0.0,0.3333333333333333,14.5,14.5,83.5,0.0,27.5,0.0,0.17365269461077845,0,1,1,0.0,0.0,0.0,1.0,1.0,0.8727890849113464,4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.0,1.0
zmonjfou4oex,6,Tsenattrualem,1,9h,Jh,call,call,29.0,J9s,0.7857142857142857,0.6428571428571429,0.16666666666666666,0.0,1.0,0.5,turn,0.4,0.5,heads_up_big_blind,0.0,1.0,79.5,59.5,112.5,14.5,27.5,0.1288888888888889,0.7066666666666667,1,2,3,0.0,1.0,0.0,0.0,1.0,0.45020484924316406,4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.0,1.0
zmonjfou4oex,6,Tsenattrualem,1,9h,Jh,fold,fold,0.0,J9s,0.7857142857142857,0.6428571428571429,0.16666666666666666,0.0,1.0,0.5,river,0.4,0.5,heads_up_big_blind,0.0,1.0,65.0,59.5,127.0,0.0,42.0,0.0,0.5118110236220472,1,2,0,0.0,0.0,0.0,1.0,1.0,0.2318897396326065,5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.0,1.0
tgdoa42ayysv,7,enoch_zak,10,Ah,2d,call,call,2.0,A2o,1.0,0.14285714285714285,1.0,0.0,0.0,0.5,preflop,0.5,1.0,late,1.0,0.5,59.5,59.5,2.5,1.0,0.0,0.4,23.8,0,0,1,0.0,1.0,0.0,0.0,1.0,0.2077195793390274,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tgdoa42ayysv,7,Tsenattrualem,1,9d,Jc,call,call,2.0,J9o,0.7857142857142857,0.6428571428571429,0.16666666666666666,0.0,0.0,0.5,preflop,0.5,1.0,button,0.0,0.75,65.0,65.0,3.5,1.0,0.0,0.2857142857142857,18.571428571428573,0,0,2,0.0,1.0,0.0,0.0,1.0,0.2522156834602356,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tgdoa42ayysv,7,enoch_zak,10,Ah,2d,pot_raise,raise,10.0,A2o,1.0,0.14285714285714285,1.0,0.0,0.0,0.5,flop,0.5,0.4,heads_up_big_blind,1.0,0.5,58.5,58.5,5.0,0.0,1.0,0.0,11.7,0,0,3,0.0,0.0,0.0,1.0,1.0,0.7992013096809387,3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.0,1.0
tgdoa42ayysv,7,Tsenattrualem,1,9d,Jc,call,call,10.0,J9o,0.7857142857142857,0.6428571428571429,0.16666666666666666,0.0,0.0,0.5,flop,0.5,0.4,heads_up_button,0.0,0.75,64.0,53.5,10.0,5.0,1.0,0.5,6.4,0,1,4,0.0,1.0,0.0,0.0,1.0,0.4092904329299927,3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.0,1.0
tgdoa42ayysv,7,enoch_zak,10,Ah,2d,min_raise,raise,12.0,A2o,1.0,0.14285714285714285,1.0,0.0,0.0,0.5,turn,0.5,0.4,heads_up_big_blind,1.0,0.5,53.5,53.5,20.0,0.0,6.0,0.0,2.675,1,1,1,1.0,0.0,0.0,1.0,1.0,0.7999659776687622,4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.0,1.0
tgdoa42ayysv,7,Tsenattrualem,1,9d,Jc,call,call,12.0,J9o,0.7857142857142857,0.6428571428571429,0.16666666666666666,0.0,0.0,0.5,turn,0.5,0.4,heads_up_button,0.0,0.75,59.0,47.5,26.0,6.0,6.0,0.23076923076923078,2.269230769230769,0,2,2,0.0,1.0,0.0,0.0,1.0,0.7065625190734863,4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.0,1.0
tgdoa42ayysv,7,enoch_zak,10,Ah,2d,min_raise,raise,14.0,A2o,1.0,0.14285714285714285,1.0,0.0,0.0,0.5,river,0.5,0.4,heads_up_big_blind,1.0,0.25,47.5,47.5,32.0,0.0,12.0,0.0,1.484375,2,2,0,1.0,0.0,0.0,1.0,1.0,0.8327811360359192,5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.0,1.0
tgdoa42ayysv,7,Tsenattrualem,1,9d,Jc,call,call,14.0,J9o,0.7857142857142857,0.6428571428571429,0.16666666666666666,0.0,0.0,0.5,river,0.5,0.4,heads_up_button,0.0,0.75,53.0,40.5,39.0,7.0,12.0,0.1794871794871795,1.358974358974359,0,3,1,0.0,1.0,0.0,0.0,1.0,0.8598016500473022,5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,1.0,1.0
83tvfq7xh3w3,8,PookieB,6,2c,4c,call,call,10.0,42s,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.0,1.0,0.0,preflop,0.6,1.0,big_blind,0.4,0.2,25.0,25.0,25.0,5.0,0.0,0.2,1.0,0,0,4,0.0,1.0,0.0,0.0,1.0,0.15904976427555084,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83tvfq7xh3w3,8,PookieB,6,2c,4c,all_in,raise,40.0,42s,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.0,1.0,0.0,flop,0.6,0.8333333333333334,small_blind,0.25,0.2,20.0,20.0,30.0,0.0,5.0,0.0,0.6666666666666666,0,0,1,0.0,0.0,0.0,1.0,1.0,0.27659010887145996,3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.5,0.0
n38p0lbiuf9r,9,PookieB,6,8c,Qc,call,call,2.0,Q8s,0.8571428571428571,0.5714285714285714,0.3333333333333333,0.0,1.0,0.5,preflop,0.4,1.0,small_blind,0.3333333333333333,1.0,90.0,66.0,3.5,0.5,0.5,0.14285714285714285,25.714285714285715,0,0,2,0.0,1.0,0.0,0.0,1.0,0.3010149896144867,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
n38p0lbiuf9r,9,PookieB,6,8c,Qc,half_pot_raise,raise,4.0,Q8s,0.8571428571428571,0.5714285714285714,0.3333333333333333,0.0,1.0,0.5,flop,0.4,0.75,small_blind,0.5,1.0,89.5,66.0,4.0,0.0,1.0,0.0,22.375,0,0,0,0.0,0.0,0.0,1.0,1.0,0.603575587272644,3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.8571428571428571,0.0
n38p0lbiuf9r,9,PookieB,6,8c,Qc,call,call,8.0,Q8s,0.8571428571428571,0.5714285714285714,0.3333333333333333,0.0,1.0,0.5,flop,0.4,0.75,small_blind,0.5,1.0,87.5,62.0,12.0,2.0,3.0,0.16666666666666666,7.291666666666667,1,2,4,0.0,1.0,0.0,0.0,1.0,0.603575587272644,3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.8571428571428571,0.0
n38p0lbiuf9r,9,PookieB,6,8c,Qc,fold,fold,0.0,Q8s,0.8571428571428571,0.5714285714285714,0.3333333333333333,0.0,1.0,0.5,turn,0.4,0.75,small_blind,0.5,1.0,85.5,62.0,16.0,0.0,5.0,0.0,5.34375,1,2,0,0.0,0.0,0.0,1.0,1.0,0.8629326820373535,4,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.8571428571428571,0.0
n38p0lbiuf9r,9,PookieB,6,8c,Qc,pot_raise,raise,32.0,Q8s,0.8571428571428571,0.5714285714285714,0.3333333333333333,0.0,1.0,0.5,river,0.4,0.25,heads_up_big_blind,0.0,1.0,85.5,43.0,16.0,0.0,5.0,0.0,5.34375,1,2,0,0.0,0.0,0.0,1.0,1.0,0.9480992555618286,5,1.0,1.0,0.0,0.4,0.0,0.0,0.0,0.4,0.8571428571428571,0.0
qn3rkhqikqbe,12,P.V.D,3,8d,8s,pot_raise,raise,8.0,88,0.5714285714285714,0.5714285714285714,0.0,1.0,0.0,0.0,preflop,0.7,1.0,big_blind,0.3333333333333333,0.8333333333333334,99.0,99.0,3.0,0.0,1.0,0.0,33.0,0,0,6,0.0,0.0,0.0,1.0,1.0,0.21453404426574707,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
qn3rkhqikqbe,12,P.V.D,3,8d,8s,three_quarter_pot_raise,raise,18.0,88,0.5714285714285714,0.5714285714285714,0.0,1.0,0.0,0.0,flop,0.7,0.8571428571428571,small_blind,0.2,0.8333333333333334,96.0,96.0,12.0,0.0,4.0,0.0,8.0,1,1,1,1.0,0.0,0.0,1.0,1.0,0.21222104132175446,3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.7857142857142857,0.0
p3ygs0amf1e1,15,Mike playing,5,9s,9h,pot_raise,raise,7.0,99,0.6428571428571429,0.6428571428571429,0.0,1.0,0.0,0.0,preflop,0.3,1.0,button,0.0,0.5,47.0,47.0,1.5,1.0,0.0,0.6666666666666666,31.333333333333332,0,0,0,0.0,1.0,0.0,0.0,1.0,0.5003491640090942,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p3ygs0amf1e1,15,P.V.D,3,8h,8c,pot_raise,raise,28.0,88,0.5714285714285714,0.5714285714285714,0.0,1.0,0.0,0.0,preflop,0.3,1.0,big_blind,1.0,1.0,109.5,43.5,8.0,2.5,1.0,0.3125,13.6875,0,1,2,0.0,1.0,0.0,0.0,1.0,0.46361514925956726,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p3ygs0amf1e1,15,Mike playing,5,9s,9h,call,call,28.0,99,0.6428571428571429,0.6428571428571429,0.0,1.0,0.0,0.0,preflop,0.3,1.0,button,0.0,0.5,43.5,43.5,21.0,10.5,3.5,0.5,2.0714285714285716,1,2,3,0.0,1.0,0.0,0.0,1.0,0.5003491640090942,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p3ygs0amf1e1,15,P.V.D,3,8h,8c,three_quarter_pot_raise,raise,66.0,88,0.5714285714285714,0.5714285714285714,0.0,1.0,0.0,0.0,flop,0.3,0.6666666666666666,heads_up_big_blind,1.0,1.0,96.5,33.0,42.0,0.0,14.0,0.0,2.2976190476190474,1,2,1,1.0,0.0,0.0,1.0,1.0,0.6543197631835938,3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.7142857142857143,0.0
p3ygs0amf1e1,15,Mike playing,5,9s,9h,call,call,66.0,99,0.6428571428571429,0.6428571428571429,0.0,1.0,0.0,0.0,flop,0.3,0.6666666666666666,heads_up_button,0.0,0.5,33.0,33.0,75.0,33.0,14.0,0.44,0.44,1,3,2,0.0,1.0,0.0,0.0,1.0,0.6497442722320557,3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.7142857142857143,0.0
eis5htk8kzlf,16,P.V.D,3,4c,Jd,call,call,10.0,J4o,0.7857142857142857,0.2857142857142857,0.5833333333333334,0.0,0.0,0.5,preflop,0.3,1.0,small_blind,0.5,0.5,100.0,100.0,5.0,5.0,0.0,1.0,20.0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.29308047890663147,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eis5htk8kzlf,16,Mike playing,5,Ks,Kh,call,call,10.0,KK,0.9285714285714286,0.9285714285714286,0.0,1.0,0.0,1.0,preflop,0.3,1.0,big_blind,1.0,1.0,108.0,95.0,10.0,5.0,0.0,0.5,10.8,0,0,1,0.0,1.0,0.0,0.0,1.0,0.646854043006897,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eis5htk8kzlf,16,P.V.D,3,4c,Jd,pot_raise,raise,30.0,J4o,0.7857142857142857,0.2857142857142857,0.5833333333333334,0.0,0.0,0.5,flop,0.3,1.0,small_blind,0.5,0.5,95.0,95.0,15.0,0.0,5.0,0.0,6.333333333333333,0,0,0,0.0,0.0,0.0,1.0,1.0,0.4225665032863617,3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.5714285714285714,0.0
eis5htk8kzlf,16,Mike playing,5,Ks,Kh,call,call,30.0,KK,0.9285714285714286,0.9285714285714286,0.0,1.0,0.0,1.0,flop,0.3,1.0,big_blind,1.0,1.0,103.0,80.0,30.0,15.0,5.0,0.5,3.433333333333333,0,1,1,0.0,1.0,0.0,0.0,1.0,0.6294834613800049,3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.5714285714285714,0.0
eis5htk8kzlf,16,Pinzinator,2,Qs,Kc,call,call,30.0,KQo,0.9285714285714286,0.8571428571428571,0.08333333333333333,0.0,0.0,1.0,flop,0.3,1.0,button,0.0,0.0,22.5,22.5,45.0,15.0,5.0,0.3333333333333333,0.5,0,1,2,0.0,1.0,0.0,0.0,1.0,0.30209869146347046,3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.5714285714285714,0.0
eis5htk8kzlf,16,P.V.D,3,4c,Jd,all_in,raise,160.0,J4o,0.7857142857142857,0.2857142857142857,0.5833333333333334,0.0,0.0,0.5,turn,0.3,1.0,small_blind,0.5,0.5,80.0,80.0,60.0,0.0,20.0,0.0,1.3333333333333333,1,1,0,1.0,0.0,0.0,1.0,1.0,0.5017819404602051,4,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.5714285714285714,0.0
eis5htk8kzlf,16,Mike playing,5,Ks,Kh,call,call,160.0,KK,0.9285714285714286,0.9285714285714286,0.0,1.0,0.0,1.0,turn,0.3,1.0,big_blind,1.0,1.0,88.0,7.5,140.0,80.0,20.0,0.5714285714285714,0.6285714285714286,0,2,1,0.0,1.0,0.0,0.0,1.0,0.7569413185119629,4,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.5714285714285714,0.0
eis5htk8kzlf,16,Pinzinator,2,Qs,Kc,call,call,15.0,KQo,0.9285714285714286,0.8571428571428571,0.08333333333333333,0.0,0.0,1.0,turn,0.3,1.0,button,0.0,0.5,7.5,7.5,220.0,80.0,20.0,0.36363636363636365,0.03409090909090909,0,2,2,0.0,1.0,0.0,0.0,1.0,0.25553005933761597,4,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.5714285714285714,0.0
s9bprlkp6zqx,18,Mike playing,5,7s,Ac,call,call,2.0,A7o,1.0,0.5,0.5833333333333334,0.0,0.0,0.5,preflop,0.3,1.0,button,0.0,1.0,234.5,100.0,1.5,1.0,0.0,0.6666666666666666,156.33333333333334,0,0,0,0.0,1.0,0.0,0.0,1.0,0.3947679102420807,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s9bprlkp6zqx,18,Jaimecks,10,Tc,9s,call,call,2.0,T9o,0.7142857142857143,0.6428571428571429,0.08333333333333333,0.0,0.0,0.5,preflop,0.3,1.0,small_blind,0.5,0.0,24.5,24.5,2.5,0.5,0.5,0.2,9.8,0,0,1,0.0,1.0,0.0,0.0,1.0,0.3651284873485565,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
s9bprlkp6zqx,18,Jaimecks,10,Tc,9s,fold,fold,0.0,T9o,0.7142857142857143,0.6428571428571429,0.08333333333333333,0.0,0.0,0.5,flop,0.3,0.6666666666666666,heads_up_big_blind,1.0,0.0,24.0,24.0,3.0,0.0,1.0,0.0,8.0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.4557859003543854,3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.9285714285714286,0.0
s9bprlkp6zqx,18,Mike playing,5,7s,Ac,fold,fold,0.0,A7o,1.0,0.5,0.5833333333333334,0.0,0.0,0.5,flop,0.3,0.3333333333333333,heads_up_button,0.0,1.0,233.5,233.5,3.0,0.0,1.0,0.0,77.83333333333333,0,0,2,0.0,0.0,0.0,1.0,1.0,0.4937540292739868,3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.9285714285714286,0.0
s9bprlkp6zqx,18,Jaimecks,10,Tc,9s,fold,fold,0.0,T9o,0.7142857142857143,0.6428571428571429,0.08333333333333333,0.0,0.0,0.5,turn,0.3,0.0,heads_up_big_blind,0.0,0.0,24.0,24.0,3.0,0.0,1.0,0.0,8.0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.35762470960617065,4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.9285714285714286,0.0
s9bprlkp6zqx,18,Mike playing,5,7s,Ac,fold,fold,0.0,A7o,1.0,0.5,0.5833333333333334,0.0,0.0,0.5,turn,0.3,0.0,heads_up_button,0.0,1.0,233.5,233.5,3.0,0.0,1.0,0.0,77.83333333333333,0,0,2,0.0,0.0,0.0,1.0,1.0,0.4244827926158905,4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.9285714285714286,0.0
